news_headline,news_article,news_category
NASA launches 4th mission to study origin of soft X-rays in space,"NASA launched the fourth Diffuse X-rays from the Local galaxy or DXL mission on January 9 from the Wallops Flight Facility in Virginia. The mission will study the origin of soft X-rays in the galaxy that impact technology in Earth's atmosphere. The mission's Principal Investigator said that X-rays from space come from two sources, outside and within the solar system.",science
"Common cold T cells can protect against COVID-19, finds UK study",Researchers from Imperial College London found that immunity due to high levels of pre-existing T cells created by the human body during common colds protects against COVID-19. The scientists stated that T cells target internal proteins within the virus rather than the spike protein. T cells are a type of white blood cell that helps protect the body from infection.,science
COVID vaccine targeting Omicron will be ready by March: Pfizer CEO,"A vaccine targeting the Omicron variant of coronavirus will be ready by March this year, confirmed Pfizer CEO Albert Bourla on Monday. ""We (are) already starting manufacturing some of these quantities at risk,"" he said. However, Bourla said he doesn't know if we would still need it. ""I don't know if and how it will be used,"" he added.",science
"Omicron behaving mildly, rarely affecting newborn babies: Expert","The Omicron variant of coronavirus is rarely affecting newborn babies, said Dr Arvind Taneja, Chief Advisor, Paediatrics and Infectious Diseases, Max Smart Super Speciality Hospital, Delhi. ""This virus is behaving very mildly, even mothers who have given birth during this period are not affected. The babies are not born with any defects or abnormalities,"" he added. ",science
"Protestors throw seaweed, stones at French MP over COVID-19 vaccine pass","Protestors opposing a bill on COVID-19 vaccine pass, threw seaweed, dirt and stones at French MP Stéphane Claireaux, outside his home. A video of the incident has also surfaced on social media. The French government is seeking to pass a law that would require residents to show proof of their vaccination to access public venues and transport.",world
US sees record COVID-19 hospitalisations as record 11 lakh test positive,"COVID-19 hospitalisations in the US reached a record high on Monday at 1,32,646 amid Omicron, according to Reuters. The United States reported at least 11.3 lakh new coronavirus infections on Monday, the highest daily total of any country in the world, Reuters said. Hospitalisations in the US have increased steadily since late December, doubling in the last three weeks.",world
Man in US gets genetically-modified pig heart in world-first transplant,"David Bennett, a 57-year-old US man, has become the first person in the world to get a heart transplant from a genetically-modified pig. Bennett is doing well three days after the experimental seven-hour procedure in Baltimore, doctors said. Doctors had deemed him ineligible for a human transplant due to very poor health.",world
Poet & activist Maya Angelou becomes first Black woman to appear on US coin,"Late American author, poet and activist Maya Angelou has become the first Black woman to appear on a US coin. The US Mint said it has started rolling out quarters featuring Angelou, who rose to international prominence with the publication of her 1969 autobiography 'I Know Why the Caged Bird Sings'. The design has elements inspired by her poetry.",world
"Robert Durst, US multi-millionaire real estate heir convicted of murder, dies at 78","Multi-millionaire real estate heir Robert Durst, who was sentenced to life in prison in October for murdering his best friend, has died at 78 in a California prison hospital, according to his attorney. He was also charged with murder of his first wife Kathleen Durst, who disappeared in 1982. Robert Durst was the subject of a 2015 HBO documentary series.",world
Police officers ignore active robbery to catch Snorlax in Pokemon Go in US,"Two police officers in US' Los Angeles were fired for ignoring a robbery in progress and instead trying to catch a Snorlax in Pokemon Go, according to court documents published on Friday. The incident happened in April, 2017, at a mall. The police officers were in the area but didn't respond to the call and instead drove away.",world
UC Berkeley professor Pierre-Olivier succeeds Gita Gopinath as IMF Chief Economist,"The IMF has appointed Pierre-Olivier Gourinchas as its next Chief Economist, succeeding India-born Gita Gopinath. Gourinchas is the University of California at Berkeley's Faculty Director of the Clausen Center for International Business and Policy. He will start his new position on January 24 part-time and transition to full-time on April 1. Gopinath will become IMF's First Deputy MD.",world
Video shows mother throwing baby into dumpster in US; says 'Didn't know what to do',"An 18-year-old mother was caught on surveillance footage throwing her newborn baby alive into a dumpster in US' New Mexico. Alexis Avila told investigators she didn't know she was pregnant until January 6, when she sought medical attention because she was suffering from abdominal pain. She said she ""panicked and did not know what to do or who to call"".",world
Over 80 ostriches run through streets of China after escaping from farm,"Over 80 ostriches were seen running through the streets of Chongzuo in China after they escaped from a farm where the gates were not closed properly. Videos of the incident that surfaced on social media, showed the ostriches running in a pack in the streets. Later, the ostriches were safely returned to the farm with the help of the police. ",world
France sees biggest jump in COVID-19 hospitalisations since April,"The number of people in hospitals with COVID-19 in France rose by 767 to 22,749 on Monday, the biggest increase since April 2021. This comes amid rising coronavirus cases in France due to Omicron variant. Health Minister Olivier Veran said Omicron leads to less serious complications than other variants, but since it's highly infectious, it's pushing hospital numbers up quickly. ",world
"Mexican Prez tests COVID-19 +ve for 2nd time, says symptoms are 'mild'","Mexican President Andrés Manuel López Obrador said he has tested positive for coronavirus for the second time, but his symptoms are ""mild"". The 68-year-old, who rarely wears a face mask, got tested after he'd sounded hoarse at a Monday morning news briefing. ""I'll remain isolated and only work from the office and hold online meetings until further notice,"" he added. ",world
China halts some US flights after COVID-19 cases among arrivals,"China has ordered the cancellation of over two dozen scheduled flights from US in recent weeks after numerous passengers arriving in the country tested COVID-19 positive. A US-China air agreement allows the countries to operate over 100 weekly flights between the nations, but currently, only a fraction of those are operating. The US has reported over 6.1 crore COVID-19 cases.",world
We have enough vaccines for all Canadians to get 4th dose: Trudeau,Canadian PM Justin Trudeau said the government has secured enough COVID-19 vaccine doses for all eligible Canadians to receive a booster as well as a fourth dose. This comes as the country grapples with rising infection and hospitalisation rates due to the Omicron variant. More than 87% of Canadians aged 12 and older have received two COVID-19 vaccine doses.,world
Do not travel to Canada: US to citizens over COVID-19 surge,"The US on Monday advised its citizens to ""avoid travel"" to Canada because of a rising number of COVID-19 cases in the neighbouring country. Canadian health officials on Friday had said that new daily cases had soared by 65% in the previous week, threatening healthcare systems. Canada is facing a COVID-19 surge due to the highly transmissible Omicron variant. ",world
European Parliament President David Sassoli dies aged 65,"European Parliament President David Sassoli has died at the age of 65, his spokesman said. He was admitted to hospital in Italy last month due to a ""serious complication"" with his immune system. Sassoli left a three-decade career in journalism and became a member of the European Parliament in 2009. He was elected as the European Parliament President in 2019.",world
Iraq's new Parliament elects Speaker months after national election,"The new Parliament in Iraq elected Sunni lawmaker, Mohammed al-Halbousi as the Speaker on Sunday, three months after the national election. The incumbent speaker, Halbousi won after securing 200 votes in the 329-seat house defeating acting Speaker Mahmoud al-Mashahadani. This comes after the Parliament observed heated debates from parties over leadership of the house.",world
"Nearly 10,000 detained in Kazakhstan over violent protests","Nearly 10,000 people in Kazakhstan were detained by security forces during the violent anti-government protests last week, the Interior Ministry said. ""A substantial number of foreign nationals"" were among the detainees, officials said. Kazakhstan's President Kassym-Jomart Tokayev had said the protests, in which at least 164 people were killed, were instigated by ""terrorists"" with foreign backing.",world
Russian-led troops to start leaving Kazakhstan in 2 days: Prez,"Kazakhstan's President Qasym-Jomart Toqayev on Tuesday said a Russian-led military bloc will begin withdrawing its troops in two days after fulfilling its main mission of stabilising the Central Asian country after violent anti-government protests. ""The withdrawal process of the contingent will take no more than 10 days,"" he added. The troops were deployed last week at Toqayev's request. ",world
Philippines sees record high daily COVID-19 cases for 3rd straight day,"The Philippines reported 33,169 new COVID-19 cases on Monday, logging a record high caseload for the third straight day. The authorities added that 145 deaths were confirmed taking the death toll to over 50,000. However, the existing restrictions allowing restaurants, gyms to operate at 30% capacity will remain. The country reported 26,458 and 28,707 cases on Saturday and Sunday respectively.",world
Iran Foreign Minister to discuss cooperation agreement with China,"The Iranian Foreign Ministry said that the Foreign Minister, Hossein Amirabdollahian, will visit China by the end of this week to discuss the 25-year cooperation agreement along with various issues. The two countries signed the comprehensive strategic partnership agreement to strengthen their economic and political alliance in March 2021. This comes after both were subjected to US sanctions.",world
North Korea fires 2nd suspected missile in less than a week,"South Korea and Japan on Tuesday said North Korea has fired a ""suspected ballistic missile"", less than a week after it launched what it claimed was a hypersonic missile. South Korea's National Security Council held an emergency meeting and expressed ""strong regret"" over the test. The launch comes after six countries, including US, urged North Korea to end ""destabilising actions"". ",world
Sudan pro-democracy group rejects UN offer for talks with military,"Sudan's leading pro-democracy group, the Sudanese Professionals' Association (SPA) rejected UN's offer to mediate talks with the military. SPA said that the ""only way"" out of the ongoing crisis is through the removal of the generals from power. The group reiterated its demand for a fully civilian government. Sudan plunged into crisis after a military coup in October last year.",world
"Kazakhstan govt blames Islamic radicals for unrest, detains 8,000","Kazakhstan Foreign Ministry on Monday said that the country was subjected to armed aggression by radical Islamist groups. The ministry added that the government detained nearly 8,000 people to control the situation. This comes after government buildings and security forces were attacked last week after peaceful protests over fuel price hike turned into violent anti-government demonstrations.",world
Israel not bound by any nuclear deal with Iran: PM Naftali Bennett,"Israeli PM Naftali Bennett said on Monday that Israel isn't bound by any nuclear deal with Iran and is free to act without “constraints"" against Iran if necessary. PM Bennett’s comments come amid indirect talks between US and Iran to restart the stalled 2015 Iran nuclear deal. Israel had condemned this deal and views a nuclear-armed Iran as existential threat.",world
"72-year-old US man arrested for threatening to kidnap, kill Trump","A 72-year-old US man has been arrested and charged with allegedly threatening to kidnap and kill ex-President Donald Trump, a criminal indictment showed. Thomas Welnicki, who made a series of threats between July 2020 and December 2021, had at least once referred to Trump as ""Hitler"" and said he would do ""everything"" he can to make sure Trump was killed. ",world
